,DOB,Height,Name,Reach,Stance,Weight
0,10-03-1990,72,Kenan Song,71, Orthodox,170
0,19-08-1989,66,Julianna Pena,69,,135
0,06-07-1994,69,Randy Costa,73, Switch,135
0,10-12-1989,72,Ben Sosoli,72, Southpaw,265
0,08-05-1993,66,Nathaniel Wood,69, Orthodox,135
0,0,79,Jon Hess,0,,295
0,27-11-1980,72,Brian Ebersole,73, Southpaw,170
0,26-01-1985,66,Chico Camus,66, Orthodox,125
0,01-06-1983,61,Wendell Oliveira,72, Orthodox,170
0,16-03-1993,61,Marc Diakiese,73, Orthodox,155
0,11-01-1986,73,Terry Etim,73, Orthodox,155
0,10-08-1991,72,Oliver Enkamp,77, Switch,170
0,13-12-1971,76,Mike Nickels,0, Orthodox,205
0,06-02-1992,76,Aleksandar Rakic,78, Orthodox,205
0,31-01-1987,61,Aaron Wilkinson,0,,155
0,11-01-1984,69,Eddie Alvarez,69, Orthodox,155
0,18-01-1981,69,Miguel Torres,76, Orthodox,135
0,21-06-1986,61,Jake Lindsey,71, Switch,155
0,13-12-1961,74,Maurice Smith,0, Orthodox,221
0,21-05-1979,72,Scott Smith,70, Orthodox,185
0,12-03-1970,68,Antonio McKee,0, Southpaw,155
0,20-04-1984,75,Michel Batista,0,,260
0,12-02-1992,72,Stefan Sekulic,75, Southpaw,170
0,28-08-1982,61,Karo Parisyan,72, Orthodox,170
0,05-08-1989,69,Aaron Phillips,70, Southpaw,135
0,28-04-1990,67,Darrick Minner,69, Orthodox,145
0,24-06-1989,73,Bradley Scott,76,,170
0,31-05-1988,73,Elias Theodorou,75, Orthodox,185
0,30-12-1994,65,Karol Rosa,67, Orthodox,135
0,11-09-1976,73,Mike Russow,73, Orthodox,255
0,11-10-1981,75,Francis Carmont,78, Orthodox,205
0,16-07-1978,66,Ryan Roberts,0, Orthodox,155
0,18-03-1993,61,Ryan MacDonald,71, Switch,135
0,05-05-1981,67,Mizuto Hirota,67, Orthodox,155
0,06-08-1985,67,Daniel Pineda,69, Orthodox,145
0,25-01-1988,67,Dashon Johnson,70, Orthodox,145
0,04-02-1981,69,Yaotzin Meza,74, Orthodox,145
0,21-11-1986,64,Viviane Araujo,68, Orthodox,125
0,28-07-1990,68,Jose Quinonez,69,,135
0,06-03-1984,74,Anthony Johnson,78, Orthodox,205
0,26-11-1986,75,Ruslan Magomedov,78, Orthodox,242
0,18-01-1971,78,Neil Grove,0, Orthodox,265
0,20-09-1985,65,Sarah Kaufman,67, Orthodox,135
0,26-04-1981,74,Brian Houston,78, Orthodox,185
0,12-11-1990,67,Vince Morales,70, Orthodox,135
0,04-02-1979,75,Andrei Arlovski,77, Orthodox,240
0,19-04-1981,75,Antonio Mendes,77, Southpaw,205
0,22-11-1981,75,Rolando Delgado,77, Orthodox,155
0,11-02-1994,74,Roosevelt Roberts,73, Orthodox,155
0,04-10-1990,73,Karl Roberson,74, Southpaw,185
0,25-11-1991,74,Abdul-Kerim Edilov,78, Orthodox,205
0,30-09-1991,67,Brad Riddell,71, Orthodox,155
0,30-04-1975,72,Jeff Joslin,0, Orthodox,170
0,14-05-1982,74,Razak Al-Hassan,0, Orthodox,205
0,08-08-1986,69,Damir Hadzovic,70, Orthodox,155
0,17-05-1995,65,Gillian Robertson,63,,125
0,21-07-1992,68,Filip Pejic,70, Orthodox,135
0,07-09-1981,68,Patrick Williams,73, Orthodox,135
0,11-01-1971,72,Ivan Salaverry,0, Orthodox,185
0,24-11-1985,69,John Gunther,72, Orthodox,155
0,22-07-1991,69,Lerone Murphy,73, Orthodox,145
0,21-05-1982,68,Ricardo Lamas,71, Orthodox,145
0,22-08-1989,73,Niklas Backstrom,74, Orthodox,145
0,29-11-1990,66,Felicia Spencer,68, Orthodox,145
0,09-09-1983,75,Roger Narvaez,79, Southpaw,185
0,30-11-1982,66,Diego Nunes,67, Orthodox,145
0,22-06-1985,67,Douglas Silva de Andrade,68, Orthodox,145
0,05-11-1992,75,Kevin Holland,81, Orthodox,185
0,27-02-1986,67,Tateki Matsuda,65, Orthodox,125
0,17-06-1984,74,Chris Weidman,78, Orthodox,205
0,20-10-1982,73,Josh Copeland,75, Orthodox,265
0,10-03-1982,69,Jesse Lennox,72, Orthodox,170
0,04-07-1989,67,Danaa Batgerel,70, Orthodox,135
0,05-12-1982,69,Roger Bowling,68, Orthodox,155
0,21-10-1982,72,Johnny Rees,0, Orthodox,170
0,22-05-1984,61,Joe Lauzon,71, Orthodox,155
0,01-08-1990,72,David Zawada,75, Orthodox,170
0,12-05-1987,61,Cameron Dollar,0, Orthodox,155
0,22-09-1978,67,Takanori Gomi,70, Southpaw,155
0,10-11-1981,73,George Roop,72, Orthodox,135
0,17-09-1977,61,Denis Kang,77, Orthodox,185
0,28-04-1978,61,Billy Miles,0, Orthodox,170
0,01-09-1979,61,Tim Kennedy,74, Orthodox,185
0,15-01-1987,77,Alexander Gustafsson,79, Orthodox,205
0,18-03-1986,72,Mike Ricci,77, Southpaw,155
0,20-01-1996,68,Su Mudaerji,72, Southpaw,135
0,13-06-1994,68,Lucie Pudilova,67, Orthodox,125
0,03-03-1983,66,Augusto Mendes,65, Orthodox,135
0,18-08-1987,66,Joanna Jedrzejczyk,65, Orthodox,115
0,0,72,Justin Martin,0,,185
0,03-04-1984,69,Brian Foster,71, Orthodox,170
0,10-06-1985,64,Ali Bagautinov,65, Orthodox,125
0,01-07-1990,74,Craig White,76, Orthodox,170
0,22-05-1987,64,Amanda Lemos,65, Southpaw,135
0,0,0,He-Man Gipson,0,,0
0,0,73,Steven Graham,0, Orthodox,290
0,12-02-1985,68,Yosdenis Cedeno,69, Orthodox,155
0,04-11-1989,69,JC Cottrell,71, Orthodox,155
0,01-07-1982,66,Cat Zingano,68, Southpaw,145
0,12-05-1980,73,Damian Grabowski,75, Orthodox,241
0,08-01-1991,61,Michael Graves,71,,170
0,0,76,Scott Bessac,0,,245
0,27-08-1982,68,Akira Corassani,68, Orthodox,145
0,20-10-1986,61,Paul Redmond,70, Orthodox,145
0,20-06-1976,72,Roy Nelson,72, Orthodox,263
0,11-05-1986,75,Dequan Townsend,79, Orthodox,205
0,10-05-1995,68,Yoshinori Horie,70, Orthodox,145
0,0,73,Todd Butler,0, Southpaw,200
0,24-08-1986,69,Charles Rosa,69, Switch,145
0,18-11-1984,64,DeAnna Bennett,68,,125
0,28-09-1976,69,Din Thomas,0, Orthodox,155
0,16-02-1986,68,Mark Eddiva,68, Orthodox,145
0,07-05-1986,61,Jodie Esquibel,64, Orthodox,115
0,26-11-1987,74,Chris Spang,0, Orthodox,170
0,09-01-1978,73,David Terrell,0, Southpaw,185
0,24-04-1984,74,Alan Belcher,73, Orthodox,185
0,20-11-1997,74,Edmen Shahbazyan,74, Orthodox,185
0,0,72,Chris Condo,0, Orthodox,335
0,09-03-1989,75,Raphael Pessoa,78, Orthodox,262
0,05-05-1980,73,Rob Yundt,0, Orthodox,185
0,27-04-1985,64,Sijara Eubanks,67,,135
0,06-11-1977,73,Demian Maia,72, Southpaw,170
0,12-12-1966,73,Royce Gracie,0, Southpaw,175
0,20-02-1990,65,Damian Stasiak,70, Orthodox,135
0,30-05-1983,69,Bart Palaszewski,70, Orthodox,145
0,06-10-1973,78,Cyrille Diabate,81, Southpaw,205
0,0,72,Steve Byrnes,0, Orthodox,170
0,15-06-1988,68,Gabriel Benitez,71, Southpaw,145
0,19-08-1994,63,Mizuki Inoue,65, Orthodox,125
0,0,61,Paul Herrera,0, Orthodox,185
0,02-07-1983,67,Reuben Duran,69, Orthodox,135
0,09-05-1991,75,Augusto Sakai,77, Orthodox,265
0,06-12-1974,67,Jens Pulver,70, Southpaw,145
0,09-03-1986,73,Michael McBride,75, Orthodox,155
0,31-10-1981,68,Katsunori Kikuno,66, Orthodox,145
0,14-07-1974,61,Falaniko Vitale,0, Orthodox,185
0,09-06-1984,61,Muslim Salikhov,70, Orthodox,170
0,24-09-1982,67,Roxanne Modafferi,69,,125
0,19-07-1986,62,Hector Sandoval,64, Orthodox,125
0,0,61,Marcelo Aguiar,0, Orthodox,170
0,27-03-1987,67,Renee Forte,71, Orthodox,155
0,0,0,Frank Caracci,0,,0
0,22-12-1992,68,Leonardo Morales,68, Southpaw,135
0,16-08-1979,69,Ron Faircloth,0, Orthodox,205
0,0,67,Minoki Ichihara,0, Orthodox,178
0,08-06-1979,72,Jason Novelli,75, Orthodox,155
0,28-09-1976,67,Jordan Radev,0, Southpaw,185
0,22-04-1991,69,Chris Gutierrez,67, Orthodox,135
0,23-11-1992,61,Sean Brady,72, Orthodox,170
0,0,72,Mark Robinson,0, Orthodox,265
0,06-10-1986,61,Masio Fullen,70, Orthodox,145
0,16-01-1993,61,Chris Avila,72, Orthodox,145
0,01-12-1985,67,Shinsho Anzai,70, Orthodox,170
0,0,76,Yuri Vaulin,0, Southpaw,197
0,07-06-1992,74,Sean Woodson,78, Orthodox,145
0,19-10-1983,72,Gokhan Saki,73, Orthodox,205
0,29-04-1983,67,Valerie Letourneau,68, Orthodox,115
0,08-12-1981,73,Joey Beltran,75, Orthodox,185
0,28-08-1963,74,Patrick Smith,0, Orthodox,225
0,10-03-1986,69,Abu Azaitar,76, Orthodox,185
0,30-03-1994,67,Miles Johns,66, Orthodox,135
0,31-03-1973,72,Reese Andy,0, Orthodox,205
0,0,74,Larry Cureton,0, Orthodox,240
0,27-08-1982,61,Ryan Couture,75, Orthodox,155
0,31-08-1982,72,Daniel Omielanczuk,74, Southpaw,247
0,30-08-1979,64,Barb Honchak,65,,125
0,17-05-1982,72,Dan Hardy,74, Orthodox,170
0,28-05-1977,66,Andy Wang,0, Orthodox,155
0,30-10-1995,64,Veronica Macedo,64, Southpaw,125
0,29-06-1992,65,Rose Namajunas,65, Orthodox,115
0,12-11-1984,61,Jorge Masvidal,74, Orthodox,170
0,22-12-1986,61,Zak Ottow,72, Orthodox,170
0,31-10-1985,74,Dan Cramer,0, Orthodox,170
0,15-03-1977,64,Norifumi Yamamoto,66, Southpaw,135
0,13-06-1989,66,Deron Winn,70, Orthodox,185
0,13-04-1983,74,Ben Saunders,77, Orthodox,170
0,03-04-1977,73,Chael Sonnen,74, Southpaw,205
0,16-12-1983,67,Takeya Mizugaki,68, Orthodox,135
0,11-07-1981,66,Josh Clopton,68, Orthodox,145
0,13-03-1977,79,Brad Imes,0, Orthodox,265
0,30-07-1977,76,Fabricio Werdum,77, Orthodox,231
0,24-06-1987,67,Brendan O'Reilly,69, Orthodox,170
0,0,77,David Levicki,0,,275
0,07-07-1975,61,Jason Brilz,71, Orthodox,205
0,0,0,Jackie Lee,0,,0
0,10-06-1981,73,Nordine Taleb,74, Orthodox,170
0,30-08-1979,64,Neil Seery,64, Orthodox,125
0,16-01-1984,61,Eddie Mendez,76,,185
0,17-09-1991,75,Tyson Pedro,79, Orthodox,205
0,12-03-1980,75,Icho Larenas,0, Orthodox,235
0,10-11-1988,69,David Michaud,72, Orthodox,155
0,31-01-1991,61,Cesar Arzamendia,71,,155
0,0,72,John Lewis,0, Southpaw,155
0,16-10-1983,68,Maximo Blanco,71, Orthodox,145
0,11-02-1983,72,Stephen Thompson,75, Orthodox,170
0,10-08-1985,64,Randa Markos,63, Orthodox,115
0,23-11-1985,61,Jason Saggo,71, Orthodox,155
0,31-08-1990,69,Alexis Dufresne,68, Orthodox,135
0,02-05-1982,72,Alberto Mina,77, Orthodox,170
0,05-10-1972,75,Anthony Perosh,75, Orthodox,205
0,20-02-1984,74,Tim Means,75, Orthodox,170
0,01-03-1977,74,James Zikic,0, Orthodox,205
0,17-09-1987,61,Hector Urbina,73, Orthodox,170
0,02-08-1984,72,Zak Cummings,75, Southpaw,185
0,10-03-1979,73,Vitor Miranda,77, Orthodox,185
0,11-05-1985,61,Chas Skelly,72, Orthodox,145
0,05-01-1990,72,Domingo Pilarte,73, Southpaw,135
0,12-02-1988,61,Luke Jumeau,72, Orthodox,170
0,04-10-1984,66,Alexis Davis,68, Orthodox,125
0,01-10-1983,73,Ryan LaFlare,74, Southpaw,170
0,12-04-1974,66,Mikey Burnett,0, Orthodox,170
0,30-03-1988,61,Dan Lauzon,0, Orthodox,155
0,31-07-1993,68,Shane Young,72, Orthodox,145
0,15-05-1983,72,Tom Lawlor,74, Southpaw,205
0,26-03-1994,64,Paige VanZant,65, Orthodox,115
0,0,61,Brad Gumm,0, Orthodox,170
0,18-05-1995,75,Jalin Turner,77, Southpaw,155
0,0,77,Harry Moskowitz,0, Orthodox,275
0,22-07-1996,72,Wellington Turman,72, Orthodox,185
0,19-08-1989,73,Krzysztof Jotko,77, Southpaw,185
0,26-05-1985,72,Lyman Good,74, Orthodox,170
0,18-01-1996,61,Loma Lookboonmee,61, Orthodox,115
0,11-11-1978,75,Wesley Correira,0, Orthodox,260
0,30-07-1987,69,Anthony Christodoulou,72, Orthodox,155
0,02-02-1988,69,Herbert Burns,73, Orthodox,145
0,09-02-1982,73,Jake Rosholt,0, Orthodox,185
0,23-04-1982,66,Diego Saraiva,0, Orthodox,155
0,26-09-1984,68,Ross Pearson,69, Orthodox,155
0,12-07-1981,61,Carlos Eduardo Rocha,70, Orthodox,170
0,20-04-1978,72,Daiju Takase,0, Southpaw,170
0,25-06-1981,61,Carlo Prater,72, Switch,155
0,10-02-1976,61,David Heath,72, Orthodox,205
0,11-07-1991,65,Izabela Badurek,0, Orthodox,115
0,23-04-1984,69,Sam Stout,70, Orthodox,155
0,0,75,Thaddeus Luster,0,,210
0,19-08-1977,76,Ricco Rodriguez,0, Orthodox,265
0,20-07-1983,72,Pat Healy,74, Orthodox,155
0,08-04-1983,75,Ovince Saint Preux,80, Southpaw,205
0,04-05-1990,64,Molly McCann,62, Orthodox,125
0,30-07-1984,75,Shane Primm,0, Orthodox,205
0,04-06-1986,61,Michael Johnson,73, Southpaw,155
0,12-07-1977,75,Brock Lesnar,81, Orthodox,265
0,27-11-1991,61,Daichi Abe,71, Orthodox,170
0,19-10-1988,68,Drew Dober,70, Southpaw,155
0,19-02-1984,66,Liz Carmouche,66, Orthodox,125
0,28-10-1979,72,Mike Ciesnolevicz,0, Orthodox,235
0,03-11-1980,69,Mackens Semerzier,72, Orthodox,145
0,27-02-1987,61,Thibault Gouti,72, Orthodox,155
0,04-04-1992,67,Allan Zuniga,70, Orthodox,155
0,06-07-1987,75,Hans Stringer,73, Orthodox,205
0,12-12-1984,61,Court McGee,75, Orthodox,170
0,11-06-1993,66,Luana Carolina,69, Orthodox,125
0,03-08-1978,67,Johnny Eduardo,71, Orthodox,135
0,22-09-1986,61,Elias Silverio,73, Orthodox,155
0,04-09-1996,61,Youssef Zalal,72, Switch,145
0,18-03-1972,72,Nate Quarry,72, Open Stance,185
0,16-03-1990,74,Antonio Carlos Junior,79, Orthodox,185
0,02-01-1979,72,Igor Pokrajac,76, Orthodox,205
0,24-08-1976,72,Floyd Sword,0, Orthodox,185
0,11-12-1989,72,Anthony Rocco Martin,73, Orthodox,170
0,30-04-1988,67,Sarah Moras,67,,135
0,0,74,Jay Silva,0, Southpaw,185
0,0,0,Jack Nilson,0,,0
0,28-08-1984,61,Jon Tuck,73, Orthodox,155
0,25-07-1984,68,Eric Wisely,0, Southpaw,145
0,26-08-1988,61,Lance Benoist,73, Southpaw,170
0,19-05-1991,76,Jamahal Hill,79, Southpaw,205
0,25-05-1991,69,Albert Morales,72, Orthodox,135
0,19-06-1983,66,Richie Vaculik,69, Orthodox,125
0,28-05-1976,74,Rory Singer,77, Orthodox,185
0,05-03-1986,66,Roberto Sanchez,66, Orthodox,125
0,19-10-1981,69,Gilbert Smith,75, Southpaw,185
0,24-12-1985,61,Jesse Ronson,72, Southpaw,155
0,08-10-1976,69,Ryo Chonan,70, Orthodox,170
0,11-08-1990,68,Rolando Dy,69, Orthodox,145
0,23-02-1989,69,Olivier Aubin-Mercier,70, Southpaw,155
0,06-08-1985,67,Chris Beal,69, Orthodox,125
0,05-08-1987,69,Dustin Pague,74, Orthodox,135
0,14-06-1980,61,Claude Patrick,75, Orthodox,170
0,04-08-1983,75,Mike King,75,,185
0,16-11-1979,67,David Kaplan,0, Orthodox,155
0,05-04-1989,61,Cole Smith,67, Orthodox,135
0,20-02-1991,67,Shanna Young,65, Orthodox,135
0,31-03-1980,76,Mike Kyle,77, Orthodox,205
0,22-09-1985,74,Chuck O'Neil,0,,170
0,21-02-1981,67,Chris Kelades,68, Orthodox,125
0,0,74,Courtney Turner,0,,170
0,03-01-1987,67,Mike Grundy,72, Orthodox,145
0,29-06-1988,75,Cody East,74, Orthodox,245
0,31-05-1981,61,Matt Veach,0, Orthodox,155
0,24-05-1985,72,Hernani Perpetuo,74, Orthodox,170
0,30-05-1982,66,Ivan Menjivar,64, Orthodox,145
0,0,72,Rainy Martinez,0, Orthodox,199
0,04-12-1990,64,Roldan Sangcha-an,65, Orthodox,125
0,26-03-1988,69,Irene Aldana,68, Orthodox,135
0,24-09-1980,73,Brian Stann,74, Orthodox,205
0,19-04-1983,64,Zach Makovsky,64, Southpaw,125
0,21-02-1988,61,Alex Oliveira,76, Orthodox,170
0,14-10-1985,61,Tony Sims,70, Southpaw,155
0,12-03-1984,65,Issei Tamura,63, Orthodox,135
0,04-08-1987,75,Jonathan Meunier,75, Switch,170
0,06-06-1988,69,Nate Landwehr,72, Orthodox,145
0,21-06-1984,72,Erick Silva,74, Orthodox,170
0,0,72,Sione Latu,0,,215
0,02-03-1994,75,Joel Alvarez,77, Orthodox,155
0,0,61,Per Eklund,72, Orthodox,155
0,12-07-1990,61,Cody Pfister,73, Orthodox,155
0,30-04-1987,61,Al Iaquinta,70, Orthodox,155
0,02-08-1977,73,Krzysztof Soszynski,77, Open Stance,205
0,06-10-1993,73,Michel Pereira,73, Orthodox,170
0,23-01-1961,73,Marco Ruas,0, Orthodox,210
0,31-08-1992,66,Ricky Simon,69, Orthodox,135
0,0,76,Kevin Rosier,0, Orthodox,275
0,0,72,Jesse Sanders,0, Orthodox,170
0,18-07-1985,74,Darrill Schoonover,0, Orthodox,220
0,25-04-1985,69,Manuel Rodriguez,68, Orthodox,170
0,25-04-1981,72,Clifford Starks,77, Orthodox,185
0,06-01-1985,64,Wilson Reis,65, Southpaw,125
0,0,72,David Hood,0,,200
0,04-03-1987,64,Talita Bernardo,68, Orthodox,135
0,01-11-1982,74,Mike Massenzio,73, Southpaw,185
0,30-12-1984,74,Nick Osipczak,76, Orthodox,170
0,28-08-1984,69,Rick Story,71, Southpaw,170
0,30-07-1974,73,Kristof Midoux,0, Orthodox,220
0,21-02-1994,67,Matt Sayles,68, Orthodox,145
0,29-07-1976,72,Jay Hieron,75, Orthodox,170
0,02-06-1969,61,Chris Haseman,0, Orthodox,205
0,03-06-1975,75,Jason Lambert,75, Orthodox,185
0,31-12-1991,61,Michael Trizano,71, Orthodox,155
0,15-12-1988,68,Poliana Botelho,67, Orthodox,115
0,14-04-1980,73,Rafael Feijao,73, Orthodox,205
0,10-10-1989,61,Marcin Bandel,70, Orthodox,155
0,0,74,Jason Godsey,0, Orthodox,230
0,03-05-1983,75,Bubba McDaniel,75, Southpaw,185
0,10-08-1983,74,CB Dollaway,76, Orthodox,185
0,06-02-1974,68,Zach Light,0, Orthodox,170
0,30-08-1981,67,Cole Escovedo,72, Orthodox,135
0,16-07-1977,63,Rosi Sexton,63, Orthodox,135
0,22-09-1989,75,Corey Anderson,79, Orthodox,205
0,22-12-1984,61,Michel Quinones,73, Orthodox,155
0,07-02-1991,65,Yao Zhikui,64, Orthodox,125
0,23-08-1977,61,Brock Larson,71, Southpaw,170
0,04-08-1984,68,Bryan Caraway,68, Orthodox,135
0,30-09-1976,69,Yves Edwards,73, Southpaw,155
0,05-05-1987,67,Cortney Casey,67, Orthodox,115
0,17-06-1977,72,Andrei Semenov,0, Orthodox,185
0,26-11-1974,61,John Kolosci,0, Orthodox,185
0,21-01-1988,68,Andre Ewell,75, Southpaw,135
0,13-01-1979,66,Dennis Siver,70, Orthodox,145
0,11-06-1985,68,Daron Cruickshank,72, Switch,155
0,25-07-1982,69,Tom Niinimaki,69, Orthodox,145
0,12-07-1977,76,Soa Palelei,81, Orthodox,265
0,12-07-1972,61,Keiichiro Yamamiya,0, Southpaw,185
0,28-09-1991,65,Tony Gravely,69, Orthodox,135
0,0,69,Josh Stuart,0,,160
0,12-06-1995,68,Kyler Phillips,72, Orthodox,135
0,30-07-1984,61,Steve Lopez,0, Orthodox,155
0,10-02-1978,75,Jonathan Wiezorek,0, Southpaw,250
0,14-10-1988,61,Josh Grispi,74, Orthodox,145
0,04-12-1975,72,Julio Paulino,0, Orthodox,170
0,01-07-1989,75,Antonio Arroyo,73, Orthodox,185
0,13-10-1973,69,Matt Hughes,73, Switch,170
0,15-07-1984,0,Edward Faaloloto,70,,155
0,12-05-1973,61,Travis Lutter,75, Orthodox,185
0,23-02-1987,75,James Vick,76, Orthodox,155
0,19-11-1974,74,Tom Murphy,0, Southpaw,227
0,10-07-1975,75,Pete Williams,0, Orthodox,235
0,21-04-1984,61,Kajan Johnson,75, Orthodox,155
0,09-07-1985,68,Cris Cyborg,68, Orthodox,145
0,17-10-1981,68,Holly Holm,69, Southpaw,135
0,14-07-1988,75,Marcin Prachnio,74, Orthodox,205
0,28-06-1995,69,Jacob Kilburn,72, Orthodox,145
0,11-07-1985,74,Brandon Thatch,74, Switch,170
0,11-02-1964,73,Ken Shamrock,72, Orthodox,205
0,30-01-1984,76,Junior Dos Santos,77, Orthodox,238
0,20-11-1970,69,Lance Gibson,0, Orthodox,185
0,13-03-1969,61,Yoshiki Takahashi,0, Southpaw,199
0,03-02-1984,69,Phillipe Nover,72, Orthodox,145
0,04-09-1982,61,Abner Lloveras,71,,155
0,04-10-1990,65,Michinori Tanaka,67, Orthodox,135
0,10-07-1985,61,Brock Jardine,73, Orthodox,170
0,21-01-1986,61,Edson Barboza,75, Orthodox,155
0,22-11-1992,61,Punahele Soriano,72, Southpaw,185
0,19-05-1981,61,Georges St-Pierre,76, Orthodox,185
0,15-10-1979,66,Darren Uyenoyama,64, Orthodox,125
0,18-02-1988,61,Joe Duffy,73, Orthodox,155
0,26-01-1994,66,Ariane Lipski,67, Orthodox,125
0,31-07-1984,72,Uriah Hall,79, Orthodox,185
0,07-07-1979,61,Pat Barry,74, Orthodox,235
0,22-05-1984,61,Keita Nakamura,73, Southpaw,170
0,20-04-1992,61,Cory Sandhagen,70, Switch,135
0,0,72,Victor Valimaki,0, Orthodox,205
0,0,73,Matt Lucas,0,,205
0,0,61,Royce Alger,0, Orthodox,199
0,06-02-1986,61,Andrew Holbrook,70, Southpaw,155
0,21-11-1986,72,Dan Moret,73, Southpaw,155
0,0,67,Marcelo Mello,0, Southpaw,170
0,22-06-1983,65,Bethe Correia,64, Orthodox,135
0,24-05-1994,61,Josh Culibao,73, Orthodox,155
0,16-02-1985,74,Logan Clark,0, Orthodox,185
0,22-01-1982,73,Tomasz Drwal,76, Orthodox,205
0,05-03-1989,66,Ericka Almeida,68,,115
0,15-01-1990,68,Matt Schnell,70, Orthodox,125
0,27-02-1987,75,Misha Cirkunov,77, Orthodox,205
0,01-11-1979,74,Brad Morris,0, Orthodox,205
0,13-07-1982,73,Tom Watson,73, Orthodox,185
0,23-07-1986,67,Jay Cucciniello,0, Orthodox,155
0,10-08-1971,61,Kevin Randleman,0, Orthodox,205
0,14-02-1978,61,Steve Vigneault,0, Orthodox,185
