,DOB,Height,Name,Reach,Stance,Weight
0,29-08-1977,61,Gabe Ruediger,0, Orthodox,155
0,30-03-1983,69,Melvin Guillard,68, Orthodox,155
0,04-01-1971,72,Vladimir Matyushenko,74, Orthodox,205
0,13-08-1975,67,Ronys Torres,0, Orthodox,155
0,09-10-1980,76,Juan Espino,82,,250
0,17-07-1987,74,Jonathan Wilson,75, Southpaw,205
0,25-10-1981,72,Keith Wisniewski,75, Orthodox,170
0,14-12-1993,73,Ion Cutelaba,75, Southpaw,205
0,29-04-1987,66,Marina Rodriguez,65, Orthodox,115
0,19-07-1983,61,Alan Patrick,74, Southpaw,155
0,30-11-1981,61,Jon Koppenhaver,0, Orthodox,170
0,15-09-1990,61,Horacio Gutierrez,69,,145
0,16-08-1990,61,Alex Morono,72, Orthodox,170
0,19-07-1987,73,Justin Willis,78, Southpaw,264
0,17-03-1977,72,Kit Cope,0, Orthodox,170
0,12-01-1976,69,Ikuhisa Minowa,0, Orthodox,181
0,31-07-1987,68,Dalcha Lungiambula,76, Orthodox,205
0,23-09-1966,68,Eugene Jackson,0, Orthodox,185
0,09-03-1968,61,Pat Miletich,0, Orthodox,170
0,12-11-1974,75,Aaron Brink,0, Orthodox,205
0,20-10-1982,61,Hayder Hassan,70,,170
0,25-11-1981,72,Alan Jouban,73, Southpaw,170
0,07-09-1988,67,Kevin Aguilar,73, Orthodox,145
0,24-10-1981,68,Mark Bocek,75, Orthodox,155
0,15-09-1987,67,Mike Wilkinson,68,,145
0,06-09-1981,73,Thales Leites,78, Orthodox,185
0,14-01-1986,73,Matthew Riddle,74, Southpaw,170
0,25-12-1984,61,Damien Brown,68, Orthodox,155
0,15-01-1991,69,Michael McDonald,70, Orthodox,135
0,19-12-1979,66,Guido Cannetti,68, Southpaw,135
0,18-07-1984,75,Alexander Yakovlev,74, Southpaw,155
0,14-03-1982,61,Estevan Payan,72, Orthodox,145
0,30-06-1981,73,Dan Miller,74, Orthodox,185
0,24-06-1981,69,Junior Assuncao,72, Orthodox,145
0,08-05-1990,74,Julian Marquez,75, Orthodox,185
0,23-10-1988,69,Andre Soukhamthath,70, Orthodox,135
0,09-09-1986,67,Jose Aldo,70, Orthodox,135
0,24-08-1968,69,James Toney,0, Orthodox,220
0,18-04-1984,61,Rameau Thierry Sokoudjou,78, Orthodox,205
0,27-11-1981,61,Rashad Coulter,76, Orthodox,205
0,06-05-1986,74,Sam Alvey,75, Southpaw,205
0,28-03-1976,72,Hector Ramirez,0, Orthodox,205
0,15-02-1987,61,Steven Siler,70, Orthodox,145
0,15-02-1984,68,Alex Soto,71, Southpaw,135
0,30-08-1983,68,Jim Miller,71, Southpaw,155
0,24-03-1983,61,Josh Neer,72, Orthodox,170
0,16-08-1977,72,Jules Bruchez,0, Southpaw,205
0,19-09-1983,67,Leandro Issa,69, Orthodox,135
0,0,69,Tyrone Roberts,0, Orthodox,185
0,25-08-1979,69,Danny Castillo,71, Orthodox,155
0,02-08-1992,64,Jose Torres,65, Orthodox,125
0,08-03-1984,61,Viscardi Andrade,75, Orthodox,170
0,03-07-1985,72,Karlos Vemola,75, Orthodox,185
0,02-11-1983,68,Cub Swanson,70, Orthodox,145
0,01-01-1987,74,TJ O'Brien,0, Orthodox,155
0,25-08-1977,73,Gilbert Aldana,0, Orthodox,250
0,19-08-1982,76,Stipe Miocic,80, Orthodox,240
0,30-06-1976,74,Gilbert Yvel,77, Orthodox,225
0,05-10-1981,75,Robert Drysdale,78, Orthodox,205
0,19-05-1968,73,Satoshi Honma,0, Orthodox,205
0,16-07-1991,69,Louis Smolka,68, Orthodox,135
0,26-09-1981,73,David Branch,78, Orthodox,185
0,22-12-1991,61,Austin Hubbard,71, Orthodox,155
0,07-05-1972,69,Frank Trigg,71, Southpaw,170
0,04-01-1991,61,Warlley Alves,72, Orthodox,170
0,22-05-1990,69,TJ Brown,72, Switch,145
0,03-12-1985,65,Nina Ansaroff,64, Orthodox,115
0,29-08-1987,67,Motonobu Tezuka,66, Southpaw,135
0,0,72,Joe Vedepo,0, Orthodox,185
0,0,77,Zane Frazier,0, Orthodox,250
0,16-05-1986,68,Nazareno Malegarie,70,,155
0,0,0,Francesco Maturi,0,,0
0,27-11-1988,67,Jianping Yang,65, Orthodox,145
0,10-10-1980,69,Doug Evans,0, Orthodox,155
0,07-02-1985,75,Derrick Lewis,79, Orthodox,260
0,01-10-1990,67,Norma Dumont,67, Orthodox,135
0,18-04-1984,67,Grigorii Popov,68, Switch,135
0,06-06-1982,61,Vagner Rocha,73, Orthodox,155
0,0,61,Reza Nasri,0, Orthodox,205
0,21-07-1980,61,Chris Leben,74, Southpaw,185
0,07-09-1975,73,Renato Sobral,75, Orthodox,205
0,01-03-1995,66,Aspen Ladd,66, Orthodox,135
0,22-10-1991,63,Amanda Cooper,64, Switch,115
0,26-07-1988,76,Anthony Smith,76, Orthodox,205
0,25-05-1972,69,Cung Le,69, Southpaw,185
0,28-08-1993,61,Viviane Pereira,63, Orthodox,115
0,23-09-1982,72,Joe Riggs,70, Southpaw,185
0,05-05-1989,72,Marcio Alexandre Junior,75, Southpaw,185
0,11-07-1975,69,Masutatsu Yano,0, Orthodox,198
0,08-03-1981,61,Maiquel Falcao,0, Orthodox,185
0,22-04-1987,61,Chris Indich,73,,170
0,27-10-1973,73,Semmy Schilt,0, Orthodox,265
0,20-07-1974,72,Aaron Simpson,73, Orthodox,170
0,30-03-1980,61,Bojan Mihajlovic,73, Orthodox,205
0,13-10-1973,69,Mark Hughes,0, Southpaw,205
0,01-05-1981,74,Nissen Osterneck,0, Orthodox,185
0,11-02-1993,67,Petr Yan,67, Switch,135
0,23-03-1986,72,Guilherme Vasconcelos,74, Orthodox,185
0,10-01-1996,67,Duda Santana,73, Orthodox,145
0,15-08-1972,72,Katsuhisa Fujii,0, Orthodox,205
0,20-11-1984,68,Antonina Shevchenko,67, Southpaw,125
0,21-04-1996,61,Claudio Puelles,72, Southpaw,155
0,12-05-1984,69,Junie Browning,0, Orthodox,155
0,22-10-1985,73,Marcel Fortuna,74, Orthodox,205
0,01-06-1990,61,Bobby Moffett,73, Orthodox,145
0,19-11-1986,65,Ian Entwistle,64, Orthodox,135
0,09-08-1979,72,Kyle Watson,0,,155
0,15-10-1985,63,Karolina Kowalkiewicz,64, Orthodox,115
0,26-06-1996,67,Diana Belbita,68, Orthodox,125
0,02-06-1992,75,Magomed Ankalaev,75, Orthodox,205
0,29-06-1981,61,Chad Reiner,0, Orthodox,170
0,14-12-1979,61,Drew Fickett,70, Orthodox,155
0,28-03-1985,69,Jake Ellenberger,71, Orthodox,170
0,05-10-1974,73,Rich Franklin,75, Southpaw,185
0,07-07-1991,68,Cody Garbrandt,65, Orthodox,135
0,07-02-1985,61,Albert Cheng,0, Orthodox,170
0,29-09-1989,72,Niko Price,76, Orthodox,170
0,20-11-1976,73,Gan McGee,0, Orthodox,265
0,10-10-1987,61,Carla Esparza,63,,115
0,23-03-1995,69,Thiago Moises,70, Orthodox,155
0,20-03-1979,61,Daniel Cormier,72, Orthodox,235
0,04-10-1994,61,Bryce Mitchell,70, Southpaw,145
0,23-09-1984,68,Mark Madsen,72, Orthodox,155
0,17-07-1987,69,Bruno Santos,69, Orthodox,185
0,23-02-1968,67,Wallid Ismail,0, Orthodox,205
0,17-06-1986,66,Gavin Tucker,66, Southpaw,145
0,06-08-1980,61,Charles McCarthy,71, Orthodox,185
0,11-03-1991,63,Livinha Souza,63, Orthodox,115
0,20-05-1983,69,Roger Huerta,70, Orthodox,155
0,02-02-1978,69,Hector Lombard,71, Southpaw,185
0,08-09-1990,76,Will Chope,76, Switch,145
0,31-07-1981,66,Wagner Campos,0, Southpaw,145
0,09-10-1977,72,Joe Doerksen,75, Orthodox,185
0,31-03-1994,68,Felipe Colares,69, Orthodox,135
0,15-02-1985,73,Cezar Ferreira,78, Southpaw,185
0,06-12-1980,73,Igor Araujo,77, Orthodox,170
0,02-10-1986,61,Alex Reyes,73, Orthodox,170
0,30-07-1981,69,Rob Emerson,70, Orthodox,155
0,08-08-1988,72,Amilcar Alves,0, Southpaw,170
0,14-04-1969,72,Ebenezer Fontes Braga,0, Orthodox,199
0,22-02-1988,61,Colby Covington,72, Orthodox,170
0,20-08-1986,66,Elizabeth Phillips,65, Orthodox,135
0,11-06-1990,69,Matt Frevola,71, Orthodox,155
0,02-01-1980,73,Oli Thompson,75, Orthodox,242
0,14-03-1986,69,Wang Guan,71, Orthodox,145
0,30-11-1977,61,Josh Koscheck,73, Orthodox,170
0,19-09-1980,66,Heather Jo Clark,64,,115
0,01-06-1974,75,Dan Evensen,0, Orthodox,250
0,02-01-1983,72,Jesse Taylor,73, Orthodox,170
0,25-05-1986,72,Jimmy Quinlan,72, Orthodox,185
0,22-01-1980,68,Jorge de Oliveira,71, Orthodox,155
0,28-08-1988,68,Pat Schilling,69, Orthodox,145
0,0,61,Cal Worsham,0, Orthodox,230
0,23-01-1990,61,Christos Giagos,71, Orthodox,155
0,01-09-1982,61,Matt Arroyo,72, Orthodox,170
0,18-08-1993,66,Sergio Pettis,69, Orthodox,125
0,07-01-1984,74,Thiago Santos,76, Orthodox,205
0,0,69,Anthony Macias,0, Switch,185
0,21-02-1991,68,Brian Ortega,69, Switch,145
0,08-09-1975,74,Chris Tuchscherer,76, Orthodox,258
0,30-09-1983,69,Scott Holtzman,69, Orthodox,155
0,12-07-1979,75,Mario Miranda,74, Orthodox,185
0,0,0,Noe Hernandez,0, Orthodox,0
0,0,74,Alex Stiebling,0, Southpaw,205
0,0,61,Joe Moreira,0, Southpaw,195
0,08-09-1987,61,Chris Dempsey,72, Orthodox,185
0,24-07-1989,61,Jamall Emmers,74, Orthodox,145
0,29-07-1981,61,Steve Bosse,72, Orthodox,205
0,28-03-1967,61,Yoji Anjo,0, Orthodox,205
0,18-06-1974,61,Assuerio Silva,0, Orthodox,241
0,07-11-1973,73,Curtis Stout,0, Southpaw,185
0,08-09-1975,66,Mike Brown,70, Orthodox,145
0,26-08-1974,66,Hermes Franca,71, Orthodox,155
0,04-08-1979,73,Wes Sims,0, Orthodox,260
0,04-09-1991,63,Isabela de Padua,64, Orthodox,125
0,20-12-1990,72,Robert Whittaker,73, Orthodox,185
0,29-09-1988,66,Alexander Volkanovski,71, Orthodox,145
0,13-12-1993,72,Justin Tafa,74, Southpaw,264
0,18-09-1983,68,Abel Trujillo,70, Orthodox,155
0,26-04-1986,72,Bartosz Fabinski,75, Orthodox,170
0,27-03-1986,65,Alptekin Ozkilic,65, Orthodox,125
0,20-06-1978,61,Reza Madadi,72, Orthodox,155
0,24-07-1979,68,Mike Lullo,0, Orthodox,145
0,22-09-1982,69,Shamar Bailey,75,,155
0,02-05-1984,68,Aleksei Kunchenko,70, Orthodox,170
0,24-01-1995,75,Serghei Spivac,78, Orthodox,260
0,20-09-1977,68,Alex Karalexis,66, Orthodox,155
0,05-12-1979,69,Marcos Vinicius,70, Orthodox,125
0,14-11-1985,72,Keith Berish,73, Orthodox,205
0,04-04-1988,76,Dustin Jacoby,78, Orthodox,185
0,28-02-1990,74,Jason Gonzalez,74, Southpaw,155
0,07-08-1972,73,Brian Gassaway,0, Orthodox,170
0,14-07-1978,76,Rolles Gracie,0, Orthodox,242
0,11-10-1983,67,Nick Denis,0, Orthodox,135
0,10-09-1971,69,Sanae Kikuta,0, Orthodox,200
0,13-04-1985,73,Mehdi Baghdad,75, Orthodox,155
0,29-05-1988,61,Alex Torres,70, Orthodox,145
0,25-04-1984,61,Paul Felder,70, Orthodox,155
0,12-09-1986,69,Dustin Neace,0,,145
0,24-12-1987,62,Aisling Daly,64,,115
0,16-11-1980,74,Patrick Cummins,76, Orthodox,205
0,15-05-1979,75,Chris de la Rocha,80, Orthodox,250
0,25-07-1981,66,Michel Prazeres,67, Orthodox,170
0,26-01-1983,61,Justin Edwards,70, Orthodox,155
0,27-11-1971,61,Homer Moore,0, Orthodox,205
0,09-02-1984,72,Jake Hecht,76, Orthodox,170
0,21-08-1993,74,Luis Henrique,74, Orthodox,243
0,12-09-1976,74,Yuki Sasaki,0, Orthodox,185
0,18-12-1981,61,Evan Dunham,70, Southpaw,155
0,28-05-1988,62,Tina Lahdemaki,62, Orthodox,115
0,12-10-1981,68,Jason High,71, Southpaw,155
0,09-02-1976,61,Chris Clements,70, Orthodox,170
0,04-01-1980,69,Donny Walker,0,,135
0,20-04-1971,72,Allan Goes,0, Orthodox,205
0,20-03-1988,72,Jingliang Li,71, Orthodox,170
0,01-08-1967,73,Sherman Pendergarst,0, Orthodox,235
0,11-06-1977,76,Lavar Johnson,82, Orthodox,240
0,17-09-1984,61,Sultan Aliev,74, Orthodox,170
0,14-07-1971,72,Sean Alvarez,0, Orthodox,235
0,14-07-1990,62,Alexandra Albu,63, Orthodox,115
0,0,0,John Dowdy,0,,0
0,27-04-1987,74,Justin Wren,0, Orthodox,265
0,20-03-1991,67,Casey Kenney,68, Southpaw,135
0,23-12-1963,68,Adrian Serrano,0,,170
0,26-07-1992,73,Thomas Gifford,75, Orthodox,155
0,29-05-1986,75,Guto Inocente,77, Orthodox,205
0,17-12-1980,61,Charlie Ward,73, Orthodox,170
0,07-03-1984,72,Joe Merritt,73, Orthodox,170
0,22-09-1975,69,Forrest Petz,71, Orthodox,170
0,28-12-1988,69,Katlyn Chookagian,68, Orthodox,125
0,09-08-1993,65,Alexa Grasso,66, Orthodox,115
0,0,0,Tulio Palhares,0,,180
0,0,0,Cesar Marscucci,0,,0
0,0,73,Marcus Bossett,0, Orthodox,215
0,31-01-1989,74,Dhiego Lima,75, Orthodox,170
0,10-04-1991,61,Dooho Choi,70, Orthodox,145
0,21-06-1993,67,Tom Duquesnoy,68, Orthodox,135
0,13-02-1986,65,Pedro Nobre,0,,135
0,14-11-1995,64,Lara Procopio,67, Orthodox,135
0,28-07-1983,61,Ilir Latifi,73, Orthodox,205
0,09-06-1985,61,John Phillips,75, Southpaw,185
0,15-09-1985,66,Ashkan Mokhtarian,67, Southpaw,125
0,14-08-1980,61,Ricardo Funch,76, Southpaw,170
0,03-11-1984,61,Humberto Brown,71,,145
0,0,0,Ray Wizard,0,,0
0,0,73,Thomas Ramirez,0, Sideways,410
0,10-11-1988,61,Martin Day,73, Orthodox,135
0,27-05-1973,61,Gideon Ray,0, Southpaw,185
0,08-02-1990,74,Makhmud Muradov,75, Orthodox,185
0,27-11-1987,75,Paul Craig,76, Orthodox,205
0,11-08-1985,61,Abdul Razak Alhassan,73, Orthodox,170
0,11-10-1996,67,Arman Tsarukyan,72, Orthodox,155
0,0,61,Tom Egan,0, Orthodox,170
0,17-09-1974,72,Mike Guymon,74, Orthodox,170
0,06-01-1986,63,Michelle Waterson,62, Orthodox,115
0,08-05-1975,67,Caol Uno,70, Southpaw,155
0,19-09-1983,61,Matt Wiman,68, Orthodox,155
0,18-02-1988,73,Stefan Struve,84, Orthodox,265
0,13-01-1979,68,Nick Agallar,0, Orthodox,155
0,28-02-1990,61,Jordan Griffin,73, Southpaw,145
0,15-08-1985,68,Kazula Vargas,71, Southpaw,155
0,20-08-1984,73,Sheldon Westcott,71, Southpaw,170
0,03-07-1982,73,Xavier Foupa-Pokam,0, Open Stance,185
0,07-12-1988,64,Claudia Gadelha,63, Orthodox,115
0,21-02-1992,67,Brett Johns,71, Orthodox,135
0,01-08-1988,65,Jenel Lausa,68, Orthodox,125
0,18-05-1986,68,Marco Beltran,69, Orthodox,125
0,16-08-1983,68,Byron Bloodworth,69, Orthodox,135
0,27-08-1972,68,Kamal Shalorus,68, Orthodox,155
0,16-06-1984,68,Hacran Dias,69, Orthodox,155
0,04-06-1970,66,Paul Creighton,0, Southpaw,155
0,01-07-1991,61,William Patolino,75, Orthodox,170
0,01-03-1996,72,Sage Northcutt,71, Orthodox,170
0,01-02-1988,68,Jared Papazian,67, Southpaw,135
0,07-11-1984,61,Polo Reyes,71,,155
0,10-06-1984,61,Frank Lester,0, Orthodox,170
0,20-02-1990,68,Ottman Azaitar,71, Switch,155
0,0,68,Ben Earwood,0, Orthodox,170
0,20-08-1977,75,Dorian Price,0, Southpaw,170
0,16-07-1964,61,Eldo Xavier Dias,0,,180
0,21-11-1988,61,Jorge Lopez,0, Orthodox,170
0,25-09-1979,72,Rashad Evans,75, Orthodox,205
0,02-06-1976,75,Minotauro Nogueira,77, Orthodox,240
0,04-09-1992,69,Kevin Lee,77, Orthodox,170
0,07-09-1983,68,Ian Loveland,0, Orthodox,145
0,03-09-1984,73,Daniel Jolly,75, Orthodox,205
0,22-03-1995,64,Liana Jojua,62, Orthodox,135
0,28-05-1982,68,Brian Melancon,72, Orthodox,170
0,23-03-1974,61,Mark Hunt,72, Orthodox,265
0,11-09-1990,68,Te Edwards,72, Orthodox,155
0,18-07-1983,61,Hatsu Hioki,70, Orthodox,145
0,05-02-1992,77,Adam Wieczorek,81, Orthodox,250
0,23-11-1965,74,Ron Waterman,0, Orthodox,280
0,02-12-1997,68,Song Yadong,67, Orthodox,135
0,14-01-1986,72,Sai Wang,72, Southpaw,170
0,20-06-1987,67,Bharat Kandare,72, Orthodox,135
0,05-11-1986,76,Tamdan McCrory,78, Switch,185
0,07-04-1982,69,Tyron Woodley,74, Orthodox,170
0,18-08-1975,61,Jason Thacker,0, Orthodox,185
0,11-10-1989,61,Desmond Green,73, Southpaw,155
0,16-01-1974,74,Paul Buentello,77, Orthodox,245
0,12-01-1985,63,Angela Hill,64, Orthodox,115
0,07-04-1995,75,Hu Yaozong,72, Orthodox,205
0,23-12-1980,69,Dan Barrera,0, Orthodox,170
0,13-05-1992,75,Sergei Pavlovich,84, Southpaw,257
0,01-12-1987,74,Curtis Millender,76, Orthodox,170
0,13-09-1975,74,Christian Wellisch,77, Orthodox,234
0,11-05-1987,72,Kamaru Usman,76, Switch,170
0,27-11-1995,69,Charles Jourdain,69, Switch,155
0,28-07-1987,68,Willamy Freire,0,,155
0,08-12-1986,74,Steve Cantwell,75, Orthodox,185
0,25-08-1991,74,Leon Edwards,74, Southpaw,170
0,01-09-1982,73,Garreth McLellan,72, Southpaw,185
0,20-04-1994,68,Jonathan Martinez,70, Southpaw,135
0,16-10-1981,66,Frankie Edgar,68, Orthodox,145
0,20-03-1982,61,Robbie Lawler,74, Southpaw,170
0,14-09-1988,61,Alan Omer,71, Orthodox,145
0,15-09-1991,61,Mike Perry,71, Orthodox,170
0,09-12-1980,68,Aaron Riley,69, Southpaw,155
0,05-09-1978,75,Rob MacDonald,78, Orthodox,205
0,16-06-1963,69,Paul Jones,0, Orthodox,199
0,09-05-1976,67,Spencer Fisher,70, Southpaw,155
0,26-01-1970,74,Dan Bobish,0, Southpaw,345
0,19-11-1982,67,Masanori Kanehara,67, Orthodox,135
0,13-02-1980,69,Anthony Lapsley,71, Southpaw,170
0,28-04-1989,61,Jonavin Webb,71, Orthodox,170
0,14-07-1988,69,Conor McGregor,74, Southpaw,155
0,13-08-1986,67,Russell Doane,70, Orthodox,135
0,25-12-1988,65,Dustin Ortiz,65, Orthodox,125
0,18-01-1985,69,Diego Ferreira,74, Orthodox,155
0,29-09-1981,74,James Te Huna,75, Orthodox,185
0,02-08-1983,73,Nick Diaz,76, Southpaw,185
0,31-08-1994,66,Mark De La Rosa,65, Orthodox,135
0,18-09-1975,72,Mike Pyle,74, Orthodox,170
0,28-06-1986,69,Jason Young,73, Orthodox,145
0,20-09-1977,75,Eric Schafer,75, Orthodox,185
0,18-03-1991,67,Tyler Diamond,69, Orthodox,145
0,24-08-1972,73,Trevor Prangley,75, Orthodox,185
0,0,68,Keith Mielke,0,,185
0,24-07-1984,64,Joshua Sampo,64, Orthodox,125
0,0,68,Eugenio Tadeu,0, Orthodox,160
0,0,75,Marcus Silveira,0, Orthodox,242
0,27-07-1986,66,Jessica Eye,66, Orthodox,125
0,22-06-1993,65,Taila Santos,68, Orthodox,125
0,06-01-1978,61,James Giboo,0, Orthodox,170
0,17-08-1991,69,Richie Smullen,68, Orthodox,155
0,30-04-1977,72,Yoel Romero,73, Southpaw,185
0,05-01-1981,75,Trevor Smith,75, Orthodox,185
0,30-05-1978,73,Lyoto Machida,74, Southpaw,185
0,17-07-1988,72,Danny Henry,73, Orthodox,145
0,31-07-1990,79,Daniel Spitz,82, Orthodox,245
0,09-10-1980,73,Jorge Santiago,74, Orthodox,170
0,01-09-1981,72,Nick Catone,72, Southpaw,185
0,26-11-1982,67,Reginaldo Vieira,65,,135
0,15-11-1991,65,Lauren Mueller,67, Orthodox,125
0,26-09-1982,66,Hugo Viana,67, Orthodox,135
0,01-03-1994,61,Nohelin Hernandez,71, Orthodox,135
0,15-12-1983,72,Cole Williams,73, Orthodox,170
0,22-10-1986,61,Rin Nakai,60, Orthodox,135
0,14-03-1992,69,Lando Vannata,71, Orthodox,155
0,26-04-1984,74,Carlos Condit,75, Orthodox,170
0,10-10-1977,75,Brandon Vera,76, Orthodox,230
0,02-07-1987,67,Godofredo Pepey,73, Orthodox,145
0,18-02-1991,76,Curtis Blaydes,80, Orthodox,265
0,12-06-1980,61,Jason Dent,71, Orthodox,155
0,29-10-1987,75,Antonio Braga Neto,77, Orthodox,185
0,13-07-1979,72,Jonathan Goulet,73, Orthodox,170
0,07-10-1992,72,Mike Davis,72, Orthodox,155
0,27-11-1990,68,Lukasz Sajewski,71, Orthodox,155
0,07-02-1987,72,Wagner Silva,71, Orthodox,170
0,26-04-1979,72,Bobby Voelker,75, Orthodox,170
0,04-03-1985,66,Josh Emmett,70, Orthodox,145
0,17-01-1966,75,Gary Goodridge,0, Orthodox,249
0,03-02-1988,65,Daniel Teymur,69, Orthodox,145
0,08-10-1982,68,Ken Stone,71,,135
0,05-09-1988,67,Raquel Pennington,67, Orthodox,135
0,01-03-1983,67,John Howard,71, Orthodox,170
0,24-10-1987,61,Chris Holdsworth,71,,135
0,09-07-1987,68,Ashlee Evans-Smith,67, Orthodox,125
0,26-06-1984,67,Eddie Wineland,69, Orthodox,135
0,08-12-1972,61,Frank Shamrock,0, Orthodox,185
0,18-12-1988,72,Bojan Velickovic,76, Southpaw,170
0,08-04-1988,73,Andrew Sanchez,74, Orthodox,185
0,18-08-1985,75,Gian Villante,76, Orthodox,205
0,16-03-1979,75,Forrest Griffin,77, Orthodox,205
0,28-07-1988,61,Gunnar Nelson,72, Switch,170
0,26-10-1981,75,Seth Baczynski,74, Orthodox,170
0,08-05-1983,73,Danillo Villefort,0, Orthodox,185
0,18-04-1996,68,Yanan Wu,66, Orthodox,125
0,15-05-1978,73,Chad Griggs,73, Orthodox,205
0,05-05-1976,75,Alex Schoenauer,0, Orthodox,185
0,09-01-1979,72,Jake Shields,72, Orthodox,170
0,14-10-1986,69,Jim Alers,71, Orthodox,145
0,09-05-1986,61,Roger Zapata,74, Southpaw,170
0,21-05-1989,67,Dustin Kimura,71, Orthodox,135
0,26-04-1988,66,Marlon Moraes,67, Orthodox,135
0,14-03-1984,73,Simeon Thoresen,79, Orthodox,170
0,16-06-1986,68,Chris Gruetzemacher,68, Orthodox,155
0,30-05-1979,69,Antonio Carvalho,68, Orthodox,145
0,06-01-1981,72,Josh Rafferty,0, Orthodox,170
0,03-12-1977,69,Cristiano Marcello,72, Orthodox,155
0,26-12-1991,61,Albert Tumenov,73, Orthodox,170
0,20-06-1978,73,Rampage Jackson,73, Orthodox,205
0,06-01-1983,61,Johnny Bedford,71, Orthodox,135
0,14-04-1977,67,Jessica Rakoczy,68, Orthodox,115
